Date,Month,Year,State,Cured,Deaths,Confirmed,CuredActual,DeathsActual,ConfirmedActual
03-07-2020,Jul,2020,Karnataka,8334,272,18016,271,19,1502
04-07-2020,Jul,2020,Karnataka,8805,293,19710,471,21,1694
05-07-2020,Jul,2020,Karnataka,9244,335,21549,439,42,1839
06-07-2020,Jul,2020,Karnataka,9847,372,23474,603,37,1925
07-07-2020,Jul,2020,Karnataka,10527,401,25317,680,29,1843
08-07-2020,Jul,2020,Karnataka,11098,416,26815,571,15,1498
09-07-2020,Jul,2020,Karnataka,11876,470,28877,778,54,2062
10-07-2020,Jul,2020,Karnataka,12833,486,31105,957,16,2228
11-07-2020,Jul,2020,Karnataka,13836,543,33418,1003,57,2313
12-07-2020,Jul,2020,Karnataka,14716,613,36216,880,70,2798
13-07-2020,Jul,2020,Karnataka,15409,684,38843,693,71,2627
14-07-2020,Jul,2020,Karnataka,16248,757,41581,839,73,2738
15-07-2020,Jul,2020,Karnataka,17390,842,44077,1142,85,2496
16-07-2020,Jul,2020,Karnataka,18466,928,47253,1076,86,3176
17-07-2020,Jul,2020,Karnataka,19729,1032,51422,1263,104,4169
18-07-2020,Jul,2020,Karnataka,20757,1147,55115,1028,115,3693
19-07-2020,Jul,2020,Karnataka,21775,1240,59652,1018,93,4537
20-07-2020,Jul,2020,Karnataka,23065,1331,63772,1290,91,4120
21-07-2020,Jul,2020,Karnataka,23795,1403,67420,730,72,3648
22-07-2020,Jul,2020,Karnataka,25459,1464,71069,1664,61,3649
23-07-2020,Jul,2020,Karnataka,27239,1519,75833,1780,55,4764
24-07-2020,Jul,2020,Karnataka,29310,1616,80863,2071,97,5030
25-07-2020,Jul,2020,Karnataka,31347,1724,85870,2037,108,5007
26-07-2020,Jul,2020,Karnataka,33750,1796,90942,2403,72,5072
27-07-2020,Jul,2020,Karnataka,35838,1878,96141,2088,82,5199
28-07-2020,Jul,2020,Karnataka,37685,1953,101465,1847,75,5324
29-07-2020,Jul,2020,Karnataka,40504,2055,107001,2819,102,5536
30-07-2020,Jul,2020,Karnataka,42901,2147,112504,2397,92,5503
31-07-2020,Jul,2020,Karnataka,46694,2230,118632,3793,83,6128
01-08-2020,Aug,2020,Karnataka,49788,2314,124115,3094,84,5483
02-08-2020,Aug,2020,Karnataka,53648,2412,129287,3860,98,5172
03-08-2020,Aug,2020,Karnataka,57725,2496,134819,4077,84,5532
04-08-2020,Aug,2020,Karnataka,62500,2594,139571,4775,98,4752
05-08-2020,Aug,2020,Karnataka,69272,2704,145830,6772,110,6259
06-08-2020,Aug,2020,Karnataka,74679,2804,151449,5407,100,5619
07-08-2020,Aug,2020,Karnataka,80281,2897,158254,5602,93,6805
08-08-2020,Aug,2020,Karnataka,84232,2998,164924,3951,101,6670
09-08-2020,Aug,2020,Karnataka,89238,3091,172102,5006,93,7178
10-08-2020,Aug,2020,Karnataka,93908,3198,178087,4670,107,5985
11-08-2020,Aug,2020,Karnataka,99126,3312,182354,5218,114,4267
12-08-2020,Aug,2020,Karnataka,105599,3398,188611,6473,86,6257
13-08-2020,Aug,2020,Karnataka,112633,3510,196494,7034,112,7883
14-08-2020,Aug,2020,Karnataka,121242,3613,203200,8609,103,6706
15-08-2020,Aug,2020,Karnataka,128182,3717,211108,6940,104,7908
16-08-2020,Aug,2020,Karnataka,134811,3831,219926,6629,114,8818
17-08-2020,Aug,2020,Karnataka,141491,3947,226966,6680,116,7040
18-08-2020,Aug,2020,Karnataka,148562,4062,233283,7071,115,6317
19-08-2020,Aug,2020,Karnataka,156949,4201,240948,8387,139,7665
20-08-2020,Aug,2020,Karnataka,164150,4327,249590,7201,126,8642
21-08-2020,Aug,2020,Karnataka,170381,4429,256975,6231,102,7385
22-08-2020,Aug,2020,Karnataka,176942,4522,264546,6561,93,7571
23-08-2020,Aug,2020,Karnataka,184568,4615,271876,7626,93,7330
24-08-2020,Aug,2020,Karnataka,189564,4683,277814,4996,68,5938
25-08-2020,Aug,2020,Karnataka,197625,4810,283665,8061,127,5851
26-08-2020,Aug,2020,Karnataka,204439,4958,291826,6814,148,8161
27-08-2020,Aug,2020,Karnataka,211688,5091,300406,7249,133,8580
28-08-2020,Aug,2020,Karnataka,219554,5232,309792,7866,141,9386
29-08-2020,Aug,2020,Karnataka,227018,5368,318752,7464,136,8960
30-08-2020,Aug,2020,Karnataka,235128,5483,327076,8110,115,8324
31-08-2020,Aug,2020,Karnataka,242229,5589,335928,7101,106,8852
01-09-2020,Sep,2020,Karnataka,249467,5702,342423,7238,113,6495
02-09-2020,Sep,2020,Karnataka,254626,5837,351481,5159,135,9058
03-09-2020,Sep,2020,Karnataka,260913,5950,361341,6287,113,9860
04-09-2020,Sep,2020,Karnataka,268035,6054,370206,7122,104,8865
05-09-2020,Sep,2020,Karnataka,274196,6170,379486,6161,116,9280
06-09-2020,Sep,2020,Karnataka,283298,6298,389232,9102,128,9746
07-09-2020,Sep,2020,Karnataka,292873,6393,398551,9575,95,9319
08-09-2020,Sep,2020,Karnataka,300770,6534,404324,7897,141,5773
09-09-2020,Sep,2020,Karnataka,308573,6680,412190,7803,146,7866
10-09-2020,Sep,2020,Karnataka,315433,6808,421730,6860,128,9540
11-09-2020,Sep,2020,Karnataka,322454,6937,430947,7021,129,9217
12-09-2020,Sep,2020,Karnataka,334999,7067,440411,12545,130,9464
13-09-2020,Sep,2020,Karnataka,344556,7161,449551,9557,94,9140
14-09-2020,Sep,2020,Karnataka,352958,7265,459445,8402,104,9894
15-09-2020,Sep,2020,Karnataka,361823,7384,467689,8865,119,8244
16-09-2020,Sep,2020,Karnataka,369229,7481,475265,7406,97,7576
17-09-2020,Sep,2020,Karnataka,375809,7536,484990,6580,55,9725
18-09-2020,Sep,2020,Karnataka,383077,7629,494356,7268,93,9366
19-09-2020,Sep,2020,Karnataka,394026,7808,502982,10949,179,8626
20-09-2020,Sep,2020,Karnataka,404841,7922,511346,10815,114,8364
21-09-2020,Sep,2020,Karnataka,413452,8023,519537,8611,101,8191
22-09-2020,Sep,2020,Karnataka,423377,8145,526876,9925,122,7339
23-09-2020,Sep,2020,Karnataka,432450,8228,533850,9073,83,6974
24-09-2020,Sep,2020,Karnataka,437910,8266,540847,5460,38,6997
25-09-2020,Sep,2020,Karnataka,444658,8331,548557,6748,65,7710
26-09-2020,Sep,2020,Karnataka,450302,8417,557212,5644,86,8655
27-09-2020,Sep,2020,Karnataka,455719,8503,566023,5417,86,8811
28-09-2020,Sep,2020,Karnataka,462241,8582,575566,6522,79,9543
29-09-2020,Sep,2020,Karnataka,469750,8641,582458,7509,59,6892
30-09-2020,Sep,2020,Karnataka,476378,8777,592911,6628,136,10453
01-10-2020,Oct,2020,Karnataka,485268,8864,601767,8890,87,8856
02-10-2020,Oct,2020,Karnataka,492412,8994,611837,7144,130,10070
03-10-2020,Oct,2020,Karnataka,499506,9119,620630,7094,125,8793
04-10-2020,Oct,2020,Karnataka,508495,9219,630516,8989,100,9886
05-10-2020,Oct,2020,Karnataka,515782,9286,640661,7287,67,10145
06-10-2020,Oct,2020,Karnataka,522846,9370,647712,7064,84,7051
07-10-2020,Oct,2020,Karnataka,533074,9461,657705,10228,91,9993
08-10-2020,Oct,2020,Karnataka,542906,9574,668652,9832,113,10947
09-10-2020,Oct,2020,Karnataka,552519,9675,679356,9613,101,10704
10-10-2020,Oct,2020,Karnataka,561610,9789,690269,9091,114,10913
11-10-2020,Oct,2020,Karnataka,569947,9891,700786,8337,102,10517
12-10-2020,Oct,2020,Karnataka,580054,9966,710309,10107,75,9523
13-10-2020,Oct,2020,Karnataka,592084,10036,717915,12030,70,7606
14-10-2020,Oct,2020,Karnataka,602505,10123,726106,10421,87,8191
15-10-2020,Oct,2020,Karnataka,611167,10198,735371,8662,75,9265
16-10-2020,Oct,2020,Karnataka,620008,10283,743848,8841,85,8477
17-10-2020,Oct,2020,Karnataka,628588,10356,751390,8580,73,7542
18-10-2020,Oct,2020,Karnataka,637481,10427,758574,8893,71,7184
19-10-2020,Oct,2020,Karnataka,645825,10478,765586,8344,51,7012
20-10-2020,Oct,2020,Karnataka,653829,10542,770604,8004,64,5018
21-10-2020,Oct,2020,Karnataka,662329,10608,776901,8500,66,6297
22-10-2020,Oct,2020,Karnataka,671618,10696,782773,9289,88,5872
23-10-2020,Oct,2020,Karnataka,684835,10770,788551,13217,74,5778
24-10-2020,Oct,2020,Karnataka,693584,10821,793907,8749,51,5356
25-10-2020,Oct,2020,Karnataka,700737,10873,798378,7153,52,4471
26-10-2020,Oct,2020,Karnataka,710843,10905,802817,10106,32,4439
27-10-2020,Oct,2020,Karnataka,719558,10947,805947,8715,42,3130
28-10-2020,Oct,2020,Karnataka,727298,10991,809638,7740,44,3691
29-10-2020,Oct,2020,Karnataka,733558,11046,812784,6260,55,3146
30-10-2020,Oct,2020,Karnataka,741219,11091,816809,7661,45,4025
31-10-2020,Oct,2020,Karnataka,749740,11140,820398,8521,49,3589
01-11-2020,Nov,2020,Karnataka,757208,11168,823412,7468,28,3014
02-11-2020,Nov,2020,Karnataka,765261,11192,827064,8053,24,3652
03-11-2020,Nov,2020,Karnataka,773595,11221,829640,8334,29,2576
04-11-2020,Nov,2020,Karnataka,780735,11247,832396,7140,26,2756
05-11-2020,Nov,2020,Karnataka,788780,11281,835773,8045,34,3377
06-11-2020,Nov,2020,Karnataka,794503,11312,838929,5723,31,3156
07-11-2020,Nov,2020,Karnataka,797204,11347,841889,2701,35,2960
08-11-2020,Nov,2020,Karnataka,799439,11369,844147,2235,22,2258
09-11-2020,Nov,2020,Karnataka,801799,11391,846887,2360,22,2740
10-11-2020,Nov,2020,Karnataka,804485,11410,848850,2686,19,1963
11-11-2020,Nov,2020,Karnataka,808700,11430,851212,4215,20,2362
12-11-2020,Nov,2020,Karnataka,811581,11453,853796,2881,23,2584
13-11-2020,Nov,2020,Karnataka,814949,11474,855912,3368,21,2116
14-11-2020,Nov,2020,Karnataka,818392,11491,857928,3443,17,2016
15-11-2020,Nov,2020,Karnataka,820590,11508,860082,2198,17,2154
16-11-2020,Nov,2020,Karnataka,822953,11529,861647,2363,21,1565
17-11-2020,Nov,2020,Karnataka,825141,11541,862804,2188,12,1157
18-11-2020,Nov,2020,Karnataka,827241,11557,864140,2100,16,1336
19-11-2020,Nov,2020,Karnataka,829188,11578,865931,1947,21,1791
20-11-2020,Nov,2020,Karnataka,830988,11604,867780,1800,26,1849
21-11-2020,Nov,2020,Karnataka,833169,11621,869561,2181,17,1781
22-11-2020,Nov,2020,Karnataka,834968,11641,871342,1799,20,1781
23-11-2020,Nov,2020,Karnataka,836505,11654,873046,1537,13,1704
24-11-2020,Nov,2020,Karnataka,838150,11678,874555,1645,24,1509
25-11-2020,Nov,2020,Karnataka,840099,11695,876425,1949,17,1870
26-11-2020,Nov,2020,Karnataka,841432,11714,878055,1333,19,1630
27-11-2020,Nov,2020,Karnataka,842499,11726,879560,1067,12,1505
28-11-2020,Nov,2020,Karnataka,843950,11738,881086,1451,12,1526
29-11-2020,Nov,2020,Karnataka,846082,11750,882608,2132,12,1522
30-11-2020,Nov,2020,Karnataka,847612,11765,883899,1530,15,1291
01-12-2020,Dec,2020,Karnataka,849821,11778,884897,2209,13,998
02-12-2020,Dec,2020,Karnataka,850707,11792,886227,886,14,1330
03-12-2020,Dec,2020,Karnataka,851690,11808,887667,983,16,1440
04-12-2020,Dec,2020,Karnataka,852584,11821,889113,894,13,1446
05-12-2020,Dec,2020,Karnataka,853461,11834,890360,877,13,1247
06-12-2020,Dec,2020,Karnataka,854861,11846,891685,1400,12,1325
07-12-2020,Dec,2020,Karnataka,855750,11856,893006,889,10,1321
08-12-2020,Dec,2020,Karnataka,857351,11867,894004,1601,11,998
09-12-2020,Dec,2020,Karnataka,858370,11880,895284,1019,13,1280
10-12-2020,Dec,2020,Karnataka,861588,11900,896563,3218,20,1279
11-12-2020,Dec,2020,Karnataka,866664,11912,897801,5076,12,1238
12-12-2020,Dec,2020,Karnataka,868471,11928,899011,1807,16,1210
13-12-2020,Dec,2020,Karnataka,870002,11939,900214,1531,11,1203
14-12-2020,Dec,2020,Karnataka,872038,11944,901410,2036,5,1196
15-12-2020,Dec,2020,Karnataka,874202,11954,902240,2164,10,830
16-12-2020,Dec,2020,Karnataka,875796,11965,903425,1594,11,1185
17-12-2020,Dec,2020,Karnataka,877199,11971,904665,1403,6,1240
18-12-2020,Dec,2020,Karnataka,878696,11981,905901,1497,10,1236
19-12-2020,Dec,2020,Karnataka,879735,11989,907123,1039,8,1222
20-12-2020,Dec,2020,Karnataka,881882,12004,908275,2147,15,1152
21-12-2020,Dec,2020,Karnataka,882944,12009,909469,1062,5,1194
22-12-2020,Dec,2020,Karnataka,884205,12016,910241,1261,7,772
23-12-2020,Dec,2020,Karnataka,885341,12029,911382,1136,13,1141
24-12-2020,Dec,2020,Karnataka,886547,12038,912340,1206,9,958
25-12-2020,Dec,2020,Karnataka,887815,12039,913483,1268,1,1143
26-12-2020,Dec,2020,Karnataka,888917,12044,914488,1102,5,1005
27-12-2020,Dec,2020,Karnataka,889881,12051,915345,964,7,857
28-12-2020,Dec,2020,Karnataka,891095,12062,916256,1214,11,911
29-12-2020,Dec,2020,Karnataka,892273,12070,916909,1178,8,653
30-12-2020,Dec,2020,Karnataka,893617,12074,917571,1344,4,662
31-12-2020,Dec,2020,Karnataka,894834,12081,918544,1217,7,973
01-01-2021,Jan,2021,Karnataka,896116,12090,919496,1282,9,952
02-01-2021,Jan,2021,Karnataka,897200,12096,920373,1084,6,877
03-01-2021,Jan,2021,Karnataka,898176,12099,921128,976,3,755
04-01-2021,Jan,2021,Karnataka,898919,12107,921938,743,8,810
05-01-2021,Jan,2021,Karnataka,900202,12110,922538,1283,3,600
06-01-2021,Jan,2021,Karnataka,901579,12118,923353,1377,8,815
07-01-2021,Jan,2021,Karnataka,902817,12124,924137,1238,6,784
08-01-2021,Jan,2021,Karnataka,903629,12131,924898,812,7,761
09-01-2021,Jan,2021,Karnataka,904286,12134,925868,657,3,970
10-01-2021,Jan,2021,Karnataka,905158,12138,926767,872,4,899
11-01-2021,Jan,2021,Karnataka,905751,12140,927559,593,2,792
12-01-2021,Jan,2021,Karnataka,906548,12144,928055,797,4,496
13-01-2021,Jan,2021,Karnataka,907729,12149,928806,1181,5,751
14-01-2021,Jan,2021,Karnataka,908494,12152,929552,765,3,746
15-01-2021,Jan,2021,Karnataka,909058,12155,929960,564,3,408
16-01-2021,Jan,2021,Karnataka,909701,12158,930668,643,3,708
17-01-2021,Jan,2021,Karnataka,910377,12162,931252,676,4,584
18-01-2021,Jan,2021,Karnataka,911232,12166,931997,855,4,745
19-01-2021,Jan,2021,Karnataka,912205,12175,932432,973,9,435
20-01-2021,Jan,2021,Karnataka,913012,12181,933077,807,6,645
21-01-2021,Jan,2021,Karnataka,913677,12185,933578,665,4,501
22-01-2021,Jan,2021,Karnataka,914492,12187,934252,815,2,674
23-01-2021,Jan,2021,Karnataka,915382,12190,934576,890,3,324
24-01-2021,Jan,2021,Karnataka,915924,12193,935478,542,3,902
25-01-2021,Jan,2021,Karnataka,916325,12197,936051,401,4,573
26-01-2021,Jan,2021,Karnataka,917361,12200,936426,1036,3,375
27-01-2021,Jan,2021,Karnataka,918099,12204,936955,738,4,529
28-01-2021,Jan,2021,Karnataka,918859,12207,937383,760,3,428
29-01-2021,Jan,2021,Karnataka,919503,12209,937933,644,2,550
30-01-2021,Jan,2021,Karnataka,920110,12211,938401,607,2,468
31-01-2021,Jan,2021,Karnataka,920657,12213,938865,547,2,464
01-02-2021,Feb,2021,Karnataka,921122,12217,939387,465,4,522
02-02-2021,Feb,2021,Karnataka,921592,12220,939775,470,3,388
03-02-2021,Feb,2021,Karnataka,922004,12223,940170,412,3,395
04-02-2021,Feb,2021,Karnataka,922437,12225,940596,433,2,426
05-02-2021,Feb,2021,Karnataka,922907,12227,941070,470,2,474
06-02-2021,Feb,2021,Karnataka,923377,12230,941500,470,3,430
07-02-2021,Feb,2021,Karnataka,923811,12233,942031,434,3,531
08-02-2021,Feb,2021,Karnataka,924304,12236,942518,493,3,487
09-02-2021,Feb,2021,Karnataka,924654,12239,942846,350,3,328
10-02-2021,Feb,2021,Karnataka,925167,12241,943212,513,2,366
11-02-2021,Feb,2021,Karnataka,925489,12244,943627,322,3,415
12-02-2021,Feb,2021,Karnataka,925829,12251,944057,340,7,430
13-02-2021,Feb,2021,Karnataka,926234,12259,944437,405,8,380
14-02-2021,Feb,2021,Karnataka,926664,12263,944856,430,4,419
15-02-2021,Feb,2021,Karnataka,927150,12265,945270,486,2,414
16-02-2021,Feb,2021,Karnataka,927580,12267,945638,430,2,368
17-02-2021,Feb,2021,Karnataka,927924,12273,946076,344,6,438
18-02-2021,Feb,2021,Karnataka,928461,12276,946454,537,3,378
19-02-2021,Feb,2021,Karnataka,928767,12282,946860,306,6,406
20-02-2021,Feb,2021,Karnataka,929058,12287,947246,291,5,386
21-02-2021,Feb,2021,Karnataka,929447,12292,947736,389,5,490
22-02-2021,Feb,2021,Karnataka,929800,12294,948149,353,2,413
23-02-2021,Feb,2021,Karnataka,930087,12299,948466,287,5,317
24-02-2021,Feb,2021,Karnataka,930465,12303,948849,378,4,383
25-02-2021,Feb,2021,Karnataka,930778,12309,949183,313,6,334
26-02-2021,Feb,2021,Karnataka,931725,12316,949636,947,7,453
27-02-2021,Feb,2021,Karnataka,932367,12320,950207,642,4,571
28-02-2021,Feb,2021,Karnataka,932747,12326,950730,380,6,523
01-03-2021,Mar,2021,Karnataka,933097,12331,951251,350,5,521
02-03-2021,Mar,2021,Karnataka,933421,12336,951600,324,5,349
03-03-2021,Mar,2021,Karnataka,933730,12343,952037,309,7,437
04-03-2021,Mar,2021,Karnataka,934143,12346,952565,413,3,528
05-03-2021,Mar,2021,Karnataka,934639,12350,953136,496,4,571
06-03-2021,Mar,2021,Karnataka,935066,12354,953813,427,4,677
07-03-2021,Mar,2021,Karnataka,935421,12359,954393,355,5,580
08-03-2021,Mar,2021,Karnataka,935772,12362,955015,351,3,622
09-03-2021,Mar,2021,Karnataka,936250,12367,943084,478,5,-11931
10-03-2021,Mar,2021,Karnataka,936616,12373,956041,366,6,12957
11-03-2021,Mar,2021,Karnataka,936616,12373,956041,0,0,0
12-03-2021,Mar,2021,Karnataka,936947,12379,956801,331,6,760
13-03-2021,Mar,2021,Karnataka,937898,12386,958417,951,7,1616
14-03-2021,Mar,2021,Karnataka,938890,12387,959338,992,1,921
15-03-2021,Mar,2021,Karnataka,939499,12390,960272,609,3,934
16-03-2021,Mar,2021,Karnataka,939928,12397,961204,429,7,932
17-03-2021,Mar,2021,Karnataka,940489,12403,962339,561,6,1135
18-03-2021,Mar,2021,Karnataka,940968,12407,963614,479,4,1275
19-03-2021,Mar,2021,Karnataka,941309,12415,965102,341,8,1488
20-03-2021,Mar,2021,Karnataka,942178,12425,966689,869,10,1587
21-03-2021,Mar,2021,Karnataka,943208,12432,968487,1030,7,1798
22-03-2021,Mar,2021,Karnataka,944256,12434,970202,1048,2,1715
23-03-2021,Mar,2021,Karnataka,944917,12444,971647,661,10,1445
24-03-2021,Mar,2021,Karnataka,945594,12449,973657,677,5,2010
25-03-2021,Mar,2021,Karnataka,946589,12461,975955,995,12,2298
26-03-2021,Mar,2021,Karnataka,947781,12471,978478,1192,10,2523
27-03-2021,Mar,2021,Karnataka,948988,12484,981044,1207,13,2566
28-03-2021,Mar,2021,Karnataka,950167,12492,983930,1179,8,2886
29-03-2021,Mar,2021,Karnataka,951452,12504,987012,1285,12,3082
30-03-2021,Mar,2021,Karnataka,953416,12520,989804,1964,16,2792
31-03-2021,Mar,2021,Karnataka,954678,12541,992779,1262,21,2975
01-04-2021,Apr,2021,Karnataka,956170,12567,997004,1492,26,4225
02-04-2021,Apr,2021,Karnataka,957769,12585,1001238,1599,18,4234
03-04-2021,Apr,2021,Karnataka,959400,12591,1006229,1631,6,4991
04-04-2021,Apr,2021,Karnataka,961359,12610,1010602,1959,19,4373
05-04-2021,Apr,2021,Karnataka,963419,12625,1015155,2060,15,4553
06-04-2021,Apr,2021,Karnataka,965275,12657,1020434,1856,32,5279
07-04-2021,Apr,2021,Karnataka,968762,12696,1026584,3487,39,6150
08-04-2021,Apr,2021,Karnataka,971556,12731,1033560,2794,35,6976
09-04-2021,Apr,2021,Karnataka,973949,12767,1040130,2393,36,6570
10-04-2021,Apr,2021,Karnataka,977169,12813,1048085,3220,46,7955
11-04-2021,Apr,2021,Karnataka,980519,12849,1055040,3350,36,6955
12-04-2021,Apr,2021,Karnataka,983157,12889,1065290,2638,40,10250
13-04-2021,Apr,2021,Karnataka,985924,12941,1074869,2767,52,9579
14-04-2021,Apr,2021,Karnataka,992003,13008,1083647,6079,67,8778
15-04-2021,Apr,2021,Karnataka,996367,13046,1094912,4364,38,11265
16-04-2021,Apr,2021,Karnataka,999958,13112,1109650,3591,66,14738
17-04-2021,Apr,2021,Karnataka,1003985,13190,1124509,4027,78,14859
18-04-2021,Apr,2021,Karnataka,1009549,13270,1141998,5564,80,17489
19-04-2021,Apr,2021,Karnataka,1014152,13351,1161065,4603,81,19067
20-04-2021,Apr,2021,Karnataka,1021250,13497,1176850,7098,146,15785
21-04-2021,Apr,2021,Karnataka,1025821,13646,1198644,4571,149,21794
22-04-2021,Apr,2021,Karnataka,1032233,13762,1222202,6412,116,23558
23-04-2021,Apr,2021,Karnataka,1037857,13885,1247997,5624,123,25795
24-04-2021,Apr,2021,Karnataka,1046554,14075,1274959,8697,190,26962
25-04-2021,Apr,2021,Karnataka,1055612,14283,1304397,9058,208,29438
26-04-2021,Apr,2021,Karnataka,1062594,14426,1339201,6982,143,34804
27-04-2021,Apr,2021,Karnataka,1073257,14627,1368945,10663,201,29744
28-04-2021,Apr,2021,Karnataka,1084050,14807,1400775,10793,180,31830
29-04-2021,Apr,2021,Karnataka,1095883,15036,1439822,11833,229,39047
30-04-2021,Apr,2021,Karnataka,1110025,15306,1474846,14142,270,35024
01-05-2021,May,2021,Karnataka,1124909,15523,1523142,14884,217,48296
02-05-2021,May,2021,Karnataka,1143250,15794,1564132,18341,271,40990
03-05-2021,May,2021,Karnataka,1164398,16011,1601865,21148,217,37733
04-05-2021,May,2021,Karnataka,1185299,16250,1646303,20901,239,44438
05-05-2021,May,2021,Karnataka,1210013,16538,1690934,24714,288,44631
06-05-2021,May,2021,Karnataka,1236854,16884,1741046,26841,346,50112
07-05-2021,May,2021,Karnataka,1255797,17212,1790104,18943,328,49058
08-05-2021,May,2021,Karnataka,1284420,17804,1838885,28623,592,48781
09-05-2021,May,2021,Karnataka,1319301,18286,1886448,34881,482,47563
10-05-2021,May,2021,Karnataka,1351097,18776,1934378,31796,490,47930
11-05-2021,May,2021,Karnataka,1383285,19372,1973683,32188,596,39305
12-05-2021,May,2021,Karnataka,1405869,19852,2013193,22584,480,39510
13-05-2021,May,2021,Karnataka,1440621,20368,2053191,34752,516,39998
14-05-2021,May,2021,Karnataka,1474678,20712,2088488,34057,344,35297
15-05-2021,May,2021,Karnataka,1510557,21085,2130267,35879,373,41779
16-05-2021,May,2021,Karnataka,1544982,21434,2171931,34425,349,41664
17-05-2021,May,2021,Karnataka,1581457,21837,2203462,36475,403,31531
18-05-2021,May,2021,Karnataka,1616092,22313,2242065,34635,476,38603
19-05-2021,May,2021,Karnataka,1674487,22838,2272374,58395,525,30309
20-05-2021,May,2021,Karnataka,1724438,23306,2306655,49951,468,34281
21-05-2021,May,2021,Karnataka,1776695,23854,2335524,52257,548,28869
22-05-2021,May,2021,Karnataka,1829276,24207,2367742,52581,353,32218
23-05-2021,May,2021,Karnataka,1891042,24658,2398925,61766,451,31183
24-05-2021,May,2021,Karnataka,1926615,25282,2424904,35573,624,25979
25-05-2021,May,2021,Karnataka,1983948,25811,2450215,57333,529,25311
26-05-2021,May,2021,Karnataka,2022172,26399,2472973,38224,588,22758
27-05-2021,May,2021,Karnataka,2062910,26929,2499784,40738,530,26811
28-05-2021,May,2021,Karnataka,2094369,27405,2523998,31459,476,24214
29-05-2021,May,2021,Karnataka,2146621,27806,2546821,52252,401,22823
30-05-2021,May,2021,Karnataka,2189064,28298,2567449,42443,492,20628
31-05-2021,May,2021,Karnataka,2217117,28679,2587827,28053,381,20378
01-06-2021,Jun,2021,Karnataka,2261590,29090,2604431,44473,411,16604
02-06-2021,Jun,2021,Karnataka,2290861,29554,2618735,29271,464,14304
03-06-2021,Jun,2021,Karnataka,2312060,30017,2635122,21199,463,16387
04-06-2021,Jun,2021,Karnataka,2336096,30531,2653446,24036,514,18324
05-06-2021,Jun,2021,Karnataka,2358412,30895,2669514,22316,364,16068
06-06-2021,Jun,2021,Karnataka,2383758,31260,2683314,25346,365,13800
07-06-2021,Jun,2021,Karnataka,2409417,31580,2695523,25659,320,12209
08-06-2021,Jun,2021,Karnataka,2436716,31920,2707481,27299,340,11958
09-06-2021,Jun,2021,Karnataka,2460165,32099,2717289,23449,179,9808
10-06-2021,Jun,2021,Karnataka,2480411,32291,2728248,20246,192,10959
11-06-2021,Jun,2021,Karnataka,2496132,32485,2739290,15721,194,11042
12-06-2021,Jun,2021,Karnataka,2511105,32644,2747539,14973,159,8249
13-06-2021,Jun,2021,Karnataka,2532719,32788,2757324,21614,144,9785
14-06-2021,Jun,2021,Karnataka,2551365,32913,2765134,18646,125,7810
15-06-2021,Jun,2021,Karnataka,2566774,33033,2771969,15409,120,6835
16-06-2021,Jun,2021,Karnataka,2581559,33148,2777010,14785,115,5041
17-06-2021,Jun,2021,Karnataka,2599472,33296,2784355,17913,148,7345
18-06-2021,Jun,2021,Karnataka,2610157,33434,2790338,10685,138,5983
19-06-2021,Jun,2021,Karnataka,2625447,33602,2796121,15290,168,5783
20-06-2021,Jun,2021,Karnataka,2637279,33763,2801936,11832,161,5815
21-06-2021,Jun,2021,Karnataka,2645735,33883,2806453,8456,120,4517
22-06-2021,Jun,2021,Karnataka,2654139,34025,2811320,8404,142,4867
23-06-2021,Jun,2021,Karnataka,2662250,34164,2815029,8111,139,3709
24-06-2021,Jun,2021,Karnataka,2668705,34287,2819465,6455,123,4436
25-06-2021,Jun,2021,Karnataka,2678473,34425,2823444,9768,138,3979
26-06-2021,Jun,2021,Karnataka,2684997,34539,2826754,6524,114,3310
27-06-2021,Jun,2021,Karnataka,2691123,34654,2831026,6126,115,4272
28-06-2021,Jun,2021,Karnataka,2698822,34743,2834630,7699,89,3604
29-06-2021,Jun,2021,Karnataka,2704755,34836,2837206,5933,93,2576
30-06-2021,Jun,2021,Karnataka,2719479,34929,2840428,14724,93,3222
01-07-2021,Jul,2021,Karnataka,2732242,35040,2843810,12763,111,3382
02-07-2021,Jul,2021,Karnataka,2746544,35134,2847013,14302,94,3203
03-07-2021,Jul,2021,Karnataka,2760881,35222,2849997,14337,88,2984
04-07-2021,Jul,2021,Karnataka,2768632,35308,2852079,7751,86,2082
05-07-2021,Jul,2021,Karnataka,2773407,35367,2853643,4775,59,1564
06-07-2021,Jul,2021,Karnataka,2779038,35434,2856491,5631,67,2848
07-07-2021,Jul,2021,Karnataka,2784030,35526,2859595,4992,92,3104
08-07-2021,Jul,2021,Karnataka,2787111,35601,2862338,3081,75,2743
09-07-2021,Jul,2021,Karnataka,2790453,35663,2864868,3342,62,2530
10-07-2021,Jul,2021,Karnataka,2793498,35731,2867158,3045,68,2290
11-07-2021,Jul,2021,Karnataka,2796377,35779,2869320,2879,48,2162
12-07-2021,Jul,2021,Karnataka,2798703,35835,2871298,2326,56,1978
13-07-2021,Jul,2021,Karnataka,2801907,35896,2872684,3204,61,1386
14-07-2021,Jul,2021,Karnataka,2804396,35944,2874597,2489,48,1913
15-07-2021,Jul,2021,Karnataka,2806933,35989,2876587,2537,45,1990
