Date,Month,Year,State,Cured,Deaths,Confirmed,CuredActual,DeathsActual,ConfirmedActual
26-03-2020,Mar,2020,Andaman and Nicobar Islands,0,0,1,0,0,1
27-03-2020,Mar,2020,Andaman and Nicobar Islands,0,0,1,0,0,0
28-03-2020,Mar,2020,Andaman and Nicobar Islands,0,0,6,0,0,5
29-03-2020,Mar,2020,Andaman and Nicobar Islands,0,0,9,0,0,3
30-03-2020,Mar,2020,Andaman and Nicobar Islands,0,0,9,0,0,0
31-03-2020,Mar,2020,Andaman and Nicobar Islands,0,0,10,0,0,1
01-04-2020,Apr,2020,Andaman and Nicobar Islands,0,0,10,0,0,0
02-04-2020,Apr,2020,Andaman and Nicobar Islands,0,0,10,0,0,0
03-04-2020,Apr,2020,Andaman and Nicobar Islands,0,0,10,0,0,0
04-04-2020,Apr,2020,Andaman and Nicobar Islands,0,0,10,0,0,0
05-04-2020,Apr,2020,Andaman and Nicobar Islands,0,0,10,0,0,0
06-04-2020,Apr,2020,Andaman and Nicobar Islands,0,0,10,0,0,0
07-04-2020,Apr,2020,Andaman and Nicobar Islands,0,0,10,0,0,0
08-04-2020,Apr,2020,Andaman and Nicobar Islands,0,0,10,0,0,0
09-04-2020,Apr,2020,Andaman and Nicobar Islands,0,0,11,0,0,1
10-04-2020,Apr,2020,Andaman and Nicobar Islands,0,0,11,0,0,0
11-04-2020,Apr,2020,Andaman and Nicobar Islands,0,0,11,0,0,0
12-04-2020,Apr,2020,Andaman and Nicobar Islands,10,0,11,10,0,0
13-04-2020,Apr,2020,Andaman and Nicobar Islands,10,0,11,0,0,0
14-04-2020,Apr,2020,Andaman and Nicobar Islands,10,0,11,0,0,0
15-04-2020,Apr,2020,Andaman and Nicobar Islands,10,0,11,0,0,0
16-04-2020,Apr,2020,Andaman and Nicobar Islands,10,0,11,0,0,0
17-04-2020,Apr,2020,Andaman and Nicobar Islands,10,0,11,0,0,0
18-04-2020,Apr,2020,Andaman and Nicobar Islands,11,0,12,1,0,1
19-04-2020,Apr,2020,Andaman and Nicobar Islands,11,0,14,0,0,2
20-04-2020,Apr,2020,Andaman and Nicobar Islands,11,0,15,0,0,1
21-04-2020,Apr,2020,Andaman and Nicobar Islands,11,0,16,0,0,1
22-04-2020,Apr,2020,Andaman and Nicobar Islands,11,0,17,0,0,1
23-04-2020,Apr,2020,Andaman and Nicobar Islands,11,0,18,0,0,1
24-04-2020,Apr,2020,Andaman and Nicobar Islands,11,0,22,0,0,4
25-04-2020,Apr,2020,Andaman and Nicobar Islands,11,0,27,0,0,5
26-04-2020,Apr,2020,Andaman and Nicobar Islands,11,0,33,0,0,6
27-04-2020,Apr,2020,Andaman and Nicobar Islands,11,0,33,0,0,0
28-04-2020,Apr,2020,Andaman and Nicobar Islands,11,0,33,0,0,0
29-04-2020,Apr,2020,Andaman and Nicobar Islands,15,0,33,4,0,0
30-04-2020,Apr,2020,Andaman and Nicobar Islands,15,0,33,0,0,0
01-05-2020,May,2020,Andaman and Nicobar Islands,16,0,33,1,0,0
02-05-2020,May,2020,Andaman and Nicobar Islands,16,0,33,0,0,0
03-05-2020,May,2020,Andaman and Nicobar Islands,17,0,33,1,0,0
04-05-2020,May,2020,Andaman and Nicobar Islands,32,0,33,15,0,0
05-05-2020,May,2020,Andaman and Nicobar Islands,32,0,33,0,0,0
06-05-2020,May,2020,Andaman and Nicobar Islands,32,0,33,0,0,0
07-05-2020,May,2020,Andaman and Nicobar Islands,32,0,33,0,0,0
08-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,1,0,0
09-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
10-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
11-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
12-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
13-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
14-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
15-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
16-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
17-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
18-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
19-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
20-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
21-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
22-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
23-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
24-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
25-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
26-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
27-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
28-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
29-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
30-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
31-05-2020,May,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
01-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
02-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
03-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
04-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
05-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
06-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
07-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
08-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
09-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
10-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,33,0,0,0
11-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,34,0,0,1
12-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,38,0,0,4
13-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,38,0,0,0
14-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,38,0,0,0
15-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,38,0,0,0
16-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,41,0,0,3
17-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,44,0,0,3
18-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,44,0,0,0
19-06-2020,Jun,2020,Andaman and Nicobar Islands,33,0,44,0,0,0
20-06-2020,Jun,2020,Andaman and Nicobar Islands,35,0,45,2,0,1
21-06-2020,Jun,2020,Andaman and Nicobar Islands,36,0,47,1,0,2
22-06-2020,Jun,2020,Andaman and Nicobar Islands,37,0,48,1,0,1
23-06-2020,Jun,2020,Andaman and Nicobar Islands,37,0,48,0,0,0
24-06-2020,Jun,2020,Andaman and Nicobar Islands,40,0,50,3,0,2
25-06-2020,Jun,2020,Andaman and Nicobar Islands,43,0,56,3,0,6
26-06-2020,Jun,2020,Andaman and Nicobar Islands,43,0,59,0,0,3
27-06-2020,Jun,2020,Andaman and Nicobar Islands,43,0,72,0,0,13
28-06-2020,Jun,2020,Andaman and Nicobar Islands,43,0,72,0,0,0
29-06-2020,Jun,2020,Andaman and Nicobar Islands,45,0,76,2,0,4
30-06-2020,Jun,2020,Andaman and Nicobar Islands,46,0,90,1,0,14
01-07-2020,Jul,2020,Andaman and Nicobar Islands,50,0,97,4,0,7
02-07-2020,Jul,2020,Andaman and Nicobar Islands,50,0,100,0,0,3
03-07-2020,Jul,2020,Andaman and Nicobar Islands,51,0,109,1,0,9
04-07-2020,Jul,2020,Andaman and Nicobar Islands,54,0,116,3,0,7
05-07-2020,Jul,2020,Andaman and Nicobar Islands,66,0,119,12,0,3
06-07-2020,Jul,2020,Andaman and Nicobar Islands,72,0,125,6,0,6
07-07-2020,Jul,2020,Andaman and Nicobar Islands,74,0,141,2,0,16
08-07-2020,Jul,2020,Andaman and Nicobar Islands,75,0,147,1,0,6
09-07-2020,Jul,2020,Andaman and Nicobar Islands,77,0,149,2,0,2
10-07-2020,Jul,2020,Andaman and Nicobar Islands,83,0,151,6,0,2
11-07-2020,Jul,2020,Andaman and Nicobar Islands,92,0,156,9,0,5
12-07-2020,Jul,2020,Andaman and Nicobar Islands,93,0,163,1,0,7
13-07-2020,Jul,2020,Andaman and Nicobar Islands,93,0,163,0,0,0
14-07-2020,Jul,2020,Andaman and Nicobar Islands,109,0,166,16,0,3
15-07-2020,Jul,2020,Andaman and Nicobar Islands,109,0,166,0,0,0
16-07-2020,Jul,2020,Andaman and Nicobar Islands,130,0,176,21,0,10
17-07-2020,Jul,2020,Andaman and Nicobar Islands,133,0,180,3,0,4
18-07-2020,Jul,2020,Andaman and Nicobar Islands,142,0,194,9,0,14
19-07-2020,Jul,2020,Andaman and Nicobar Islands,145,0,198,3,0,4
20-07-2020,Jul,2020,Andaman and Nicobar Islands,145,0,203,0,0,5
21-07-2020,Jul,2020,Andaman and Nicobar Islands,152,0,207,7,0,4
22-07-2020,Jul,2020,Andaman and Nicobar Islands,159,0,212,7,0,5
23-07-2020,Jul,2020,Andaman and Nicobar Islands,163,0,221,4,0,9
24-07-2020,Jul,2020,Andaman and Nicobar Islands,170,0,240,7,0,19
25-07-2020,Jul,2020,Andaman and Nicobar Islands,174,0,259,4,0,19
26-07-2020,Jul,2020,Andaman and Nicobar Islands,176,0,290,2,0,31
27-07-2020,Jul,2020,Andaman and Nicobar Islands,182,0,324,6,0,34
28-07-2020,Jul,2020,Andaman and Nicobar Islands,192,1,338,10,1,14
29-07-2020,Jul,2020,Andaman and Nicobar Islands,196,1,363,4,0,25
30-07-2020,Jul,2020,Andaman and Nicobar Islands,201,2,428,5,1,65
31-07-2020,Jul,2020,Andaman and Nicobar Islands,201,4,471,0,2,43
01-08-2020,Aug,2020,Andaman and Nicobar Islands,214,5,548,13,1,77
02-08-2020,Aug,2020,Andaman and Nicobar Islands,226,7,636,12,2,88
03-08-2020,Aug,2020,Andaman and Nicobar Islands,242,8,734,16,1,98
04-08-2020,Aug,2020,Andaman and Nicobar Islands,263,10,830,21,2,96
05-08-2020,Aug,2020,Andaman and Nicobar Islands,277,12,928,14,2,98
06-08-2020,Aug,2020,Andaman and Nicobar Islands,326,14,1027,49,2,99
07-08-2020,Aug,2020,Andaman and Nicobar Islands,355,16,1123,29,2,96
08-08-2020,Aug,2020,Andaman and Nicobar Islands,425,19,1222,70,3,99
09-08-2020,Aug,2020,Andaman and Nicobar Islands,500,20,1351,75,1,129
10-08-2020,Aug,2020,Andaman and Nicobar Islands,648,20,1490,148,0,139
11-08-2020,Aug,2020,Andaman and Nicobar Islands,709,20,1625,61,0,135
12-08-2020,Aug,2020,Andaman and Nicobar Islands,749,21,1764,40,1,139
13-08-2020,Aug,2020,Andaman and Nicobar Islands,829,21,1900,80,0,136
14-08-2020,Aug,2020,Andaman and Nicobar Islands,924,22,2037,95,1,137
15-08-2020,Aug,2020,Andaman and Nicobar Islands,1032,24,2186,108,2,149
16-08-2020,Aug,2020,Andaman and Nicobar Islands,1128,24,2306,96,0,120
17-08-2020,Aug,2020,Andaman and Nicobar Islands,1226,28,2399,98,4,93
18-08-2020,Aug,2020,Andaman and Nicobar Islands,1325,29,2445,99,1,46
19-08-2020,Aug,2020,Andaman and Nicobar Islands,1421,30,2529,96,1,84
20-08-2020,Aug,2020,Andaman and Nicobar Islands,1529,30,2604,108,0,75
21-08-2020,Aug,2020,Andaman and Nicobar Islands,1638,31,2680,109,1,76
22-08-2020,Aug,2020,Andaman and Nicobar Islands,1744,32,2747,106,1,67
23-08-2020,Aug,2020,Andaman and Nicobar Islands,1853,32,2808,109,0,61
24-08-2020,Aug,2020,Andaman and Nicobar Islands,1963,33,2860,110,1,52
25-08-2020,Aug,2020,Andaman and Nicobar Islands,2092,35,2904,129,2,44
26-08-2020,Aug,2020,Andaman and Nicobar Islands,2231,37,2945,139,2,41
27-08-2020,Aug,2020,Andaman and Nicobar Islands,2309,41,2985,78,4,40
28-08-2020,Aug,2020,Andaman and Nicobar Islands,2374,42,3018,65,1,33
29-08-2020,Aug,2020,Andaman and Nicobar Islands,2444,42,3050,70,0,32
30-08-2020,Aug,2020,Andaman and Nicobar Islands,2519,44,3081,75,2,31
31-08-2020,Aug,2020,Andaman and Nicobar Islands,2586,45,3104,67,1,23
01-09-2020,Sep,2020,Andaman and Nicobar Islands,2647,46,3132,61,1,28
02-09-2020,Sep,2020,Andaman and Nicobar Islands,2714,46,3160,67,0,28
03-09-2020,Sep,2020,Andaman and Nicobar Islands,2758,47,3186,44,1,26
04-09-2020,Sep,2020,Andaman and Nicobar Islands,2823,48,3223,65,1,37
05-09-2020,Sep,2020,Andaman and Nicobar Islands,2863,49,3257,40,1,34
06-09-2020,Sep,2020,Andaman and Nicobar Islands,2904,50,3292,41,1,35
07-09-2020,Sep,2020,Andaman and Nicobar Islands,2951,50,3332,47,0,40
08-09-2020,Sep,2020,Andaman and Nicobar Islands,2997,50,3359,46,0,27
09-09-2020,Sep,2020,Andaman and Nicobar Islands,3035,50,3392,38,0,33
10-09-2020,Sep,2020,Andaman and Nicobar Islands,3078,51,3426,43,1,34
11-09-2020,Sep,2020,Andaman and Nicobar Islands,3121,51,3465,43,0,39
12-09-2020,Sep,2020,Andaman and Nicobar Islands,3157,51,3494,36,0,29
13-09-2020,Sep,2020,Andaman and Nicobar Islands,3202,51,3521,45,0,27
14-09-2020,Sep,2020,Andaman and Nicobar Islands,3243,51,3546,41,0,25
15-09-2020,Sep,2020,Andaman and Nicobar Islands,3278,52,3557,35,1,11
16-09-2020,Sep,2020,Andaman and Nicobar Islands,3318,52,3574,40,0,17
17-09-2020,Sep,2020,Andaman and Nicobar Islands,3345,52,3593,27,0,19
18-09-2020,Sep,2020,Andaman and Nicobar Islands,3378,52,3604,33,0,11
19-09-2020,Sep,2020,Andaman and Nicobar Islands,3414,52,3631,36,0,27
20-09-2020,Sep,2020,Andaman and Nicobar Islands,3436,52,3644,22,0,13
21-09-2020,Sep,2020,Andaman and Nicobar Islands,3452,52,3651,16,0,7
22-09-2020,Sep,2020,Andaman and Nicobar Islands,3469,52,3673,17,0,22
23-09-2020,Sep,2020,Andaman and Nicobar Islands,3479,52,3691,10,0,18
24-09-2020,Sep,2020,Andaman and Nicobar Islands,3494,52,3712,15,0,21
25-09-2020,Sep,2020,Andaman and Nicobar Islands,3503,52,3744,9,0,32
26-09-2020,Sep,2020,Andaman and Nicobar Islands,3528,52,3759,25,0,15
27-09-2020,Sep,2020,Andaman and Nicobar Islands,3551,52,3774,23,0,15
28-09-2020,Sep,2020,Andaman and Nicobar Islands,3553,53,3794,2,1,20
29-09-2020,Sep,2020,Andaman and Nicobar Islands,3582,53,3803,29,0,9
30-09-2020,Sep,2020,Andaman and Nicobar Islands,3587,53,3821,5,0,18
01-10-2020,Oct,2020,Andaman and Nicobar Islands,3608,53,3835,21,0,14
02-10-2020,Oct,2020,Andaman and Nicobar Islands,3623,53,3848,15,0,13
03-10-2020,Oct,2020,Andaman and Nicobar Islands,3631,53,3858,8,0,10
04-10-2020,Oct,2020,Andaman and Nicobar Islands,3642,53,3868,11,0,10
05-10-2020,Oct,2020,Andaman and Nicobar Islands,3649,53,3884,7,0,16
06-10-2020,Oct,2020,Andaman and Nicobar Islands,3659,54,3899,10,1,15
07-10-2020,Oct,2020,Andaman and Nicobar Islands,3678,54,3912,19,0,13
08-10-2020,Oct,2020,Andaman and Nicobar Islands,3696,54,3935,18,0,23
09-10-2020,Oct,2020,Andaman and Nicobar Islands,3707,55,3952,11,1,17
10-10-2020,Oct,2020,Andaman and Nicobar Islands,3724,55,3976,17,0,24
11-10-2020,Oct,2020,Andaman and Nicobar Islands,3744,55,3992,20,0,16
12-10-2020,Oct,2020,Andaman and Nicobar Islands,3764,55,4005,20,0,13
13-10-2020,Oct,2020,Andaman and Nicobar Islands,3770,55,4023,6,0,18
14-10-2020,Oct,2020,Andaman and Nicobar Islands,3782,55,4036,12,0,13
15-10-2020,Oct,2020,Andaman and Nicobar Islands,3796,55,4046,14,0,10
16-10-2020,Oct,2020,Andaman and Nicobar Islands,3817,55,4062,21,0,16
17-10-2020,Oct,2020,Andaman and Nicobar Islands,3831,56,4072,14,1,10
18-10-2020,Oct,2020,Andaman and Nicobar Islands,3848,56,4083,17,0,11
19-10-2020,Oct,2020,Andaman and Nicobar Islands,3868,56,4108,20,0,25
20-10-2020,Oct,2020,Andaman and Nicobar Islands,3892,56,4126,24,0,18
21-10-2020,Oct,2020,Andaman and Nicobar Islands,3902,56,4141,10,0,15
22-10-2020,Oct,2020,Andaman and Nicobar Islands,3913,56,4168,11,0,27
23-10-2020,Oct,2020,Andaman and Nicobar Islands,3937,57,4184,24,1,16
24-10-2020,Oct,2020,Andaman and Nicobar Islands,3945,58,4207,8,1,23
25-10-2020,Oct,2020,Andaman and Nicobar Islands,3968,58,4225,23,0,18
26-10-2020,Oct,2020,Andaman and Nicobar Islands,3983,58,4245,15,0,20
27-10-2020,Oct,2020,Andaman and Nicobar Islands,3997,58,4253,14,0,8
28-10-2020,Oct,2020,Andaman and Nicobar Islands,4019,58,4274,22,0,21
29-10-2020,Oct,2020,Andaman and Nicobar Islands,4039,58,4289,20,0,15
30-10-2020,Oct,2020,Andaman and Nicobar Islands,4054,59,4305,15,1,16
31-10-2020,Oct,2020,Andaman and Nicobar Islands,4076,59,4317,22,0,12
01-11-2020,Nov,2020,Andaman and Nicobar Islands,4100,59,4332,24,0,15
02-11-2020,Nov,2020,Andaman and Nicobar Islands,4112,60,4340,12,1,8
03-11-2020,Nov,2020,Andaman and Nicobar Islands,4132,60,4352,20,0,12
04-11-2020,Nov,2020,Andaman and Nicobar Islands,4153,60,4372,21,0,20
05-11-2020,Nov,2020,Andaman and Nicobar Islands,4163,60,4389,10,0,17
06-11-2020,Nov,2020,Andaman and Nicobar Islands,4175,60,4403,12,0,14
07-11-2020,Nov,2020,Andaman and Nicobar Islands,4194,60,4420,19,0,17
08-11-2020,Nov,2020,Andaman and Nicobar Islands,4206,60,4441,12,0,21
09-11-2020,Nov,2020,Andaman and Nicobar Islands,4221,60,4450,15,0,9
10-11-2020,Nov,2020,Andaman and Nicobar Islands,4239,60,4463,18,0,13
11-11-2020,Nov,2020,Andaman and Nicobar Islands,4255,60,4477,16,0,14
12-11-2020,Nov,2020,Andaman and Nicobar Islands,4267,60,4494,12,0,17
13-11-2020,Nov,2020,Andaman and Nicobar Islands,4282,61,4507,15,1,13
14-11-2020,Nov,2020,Andaman and Nicobar Islands,4304,61,4518,22,0,11
15-11-2020,Nov,2020,Andaman and Nicobar Islands,4315,61,4527,11,0,9
16-11-2020,Nov,2020,Andaman and Nicobar Islands,4330,61,4536,15,0,9
17-11-2020,Nov,2020,Andaman and Nicobar Islands,4346,61,4557,16,0,21
18-11-2020,Nov,2020,Andaman and Nicobar Islands,4363,61,4574,17,0,17
19-11-2020,Nov,2020,Andaman and Nicobar Islands,4378,61,4593,15,0,19
20-11-2020,Nov,2020,Andaman and Nicobar Islands,4398,61,4604,20,0,11
21-11-2020,Nov,2020,Andaman and Nicobar Islands,4408,61,4617,10,0,13
22-11-2020,Nov,2020,Andaman and Nicobar Islands,4428,61,4631,20,0,14
23-11-2020,Nov,2020,Andaman and Nicobar Islands,4440,61,4641,12,0,10
24-11-2020,Nov,2020,Andaman and Nicobar Islands,4453,61,4656,13,0,15
25-11-2020,Nov,2020,Andaman and Nicobar Islands,4464,61,4667,11,0,11
26-11-2020,Nov,2020,Andaman and Nicobar Islands,4479,61,4677,15,0,10
27-11-2020,Nov,2020,Andaman and Nicobar Islands,4491,61,4682,12,0,5
28-11-2020,Nov,2020,Andaman and Nicobar Islands,4508,61,4689,17,0,7
29-11-2020,Nov,2020,Andaman and Nicobar Islands,4518,61,4698,10,0,9
30-11-2020,Nov,2020,Andaman and Nicobar Islands,4537,61,4704,19,0,6
01-12-2020,Dec,2020,Andaman and Nicobar Islands,4550,61,4710,13,0,6
02-12-2020,Dec,2020,Andaman and Nicobar Islands,4566,61,4718,16,0,8
03-12-2020,Dec,2020,Andaman and Nicobar Islands,4583,61,4723,17,0,5
04-12-2020,Dec,2020,Andaman and Nicobar Islands,4597,61,4729,14,0,6
05-12-2020,Dec,2020,Andaman and Nicobar Islands,4611,61,4742,14,0,13
06-12-2020,Dec,2020,Andaman and Nicobar Islands,4616,61,4747,5,0,5
07-12-2020,Dec,2020,Andaman and Nicobar Islands,4624,61,4758,8,0,11
08-12-2020,Dec,2020,Andaman and Nicobar Islands,4631,61,4773,7,0,15
09-12-2020,Dec,2020,Andaman and Nicobar Islands,4647,61,4778,16,0,5
10-12-2020,Dec,2020,Andaman and Nicobar Islands,4647,61,4783,0,0,5
11-12-2020,Dec,2020,Andaman and Nicobar Islands,4652,61,4791,5,0,8
12-12-2020,Dec,2020,Andaman and Nicobar Islands,4659,61,4798,7,0,7
13-12-2020,Dec,2020,Andaman and Nicobar Islands,4665,61,4805,6,0,7
14-12-2020,Dec,2020,Andaman and Nicobar Islands,4673,61,4818,8,0,13
15-12-2020,Dec,2020,Andaman and Nicobar Islands,4681,61,4773,8,0,-45
16-12-2020,Dec,2020,Andaman and Nicobar Islands,4688,61,4842,7,0,69
17-12-2020,Dec,2020,Andaman and Nicobar Islands,4698,61,4850,10,0,8
18-12-2020,Dec,2020,Andaman and Nicobar Islands,4707,61,4860,9,0,10
19-12-2020,Dec,2020,Andaman and Nicobar Islands,4712,61,4869,5,0,9
20-12-2020,Dec,2020,Andaman and Nicobar Islands,4719,61,4875,7,0,6
21-12-2020,Dec,2020,Andaman and Nicobar Islands,4732,61,4881,13,0,6
22-12-2020,Dec,2020,Andaman and Nicobar Islands,4740,62,4888,8,1,7
23-12-2020,Dec,2020,Andaman and Nicobar Islands,4749,62,4893,9,0,5
24-12-2020,Dec,2020,Andaman and Nicobar Islands,4761,62,4896,12,0,3
25-12-2020,Dec,2020,Andaman and Nicobar Islands,4775,62,4901,14,0,5
26-12-2020,Dec,2020,Andaman and Nicobar Islands,4781,62,4912,6,0,11
27-12-2020,Dec,2020,Andaman and Nicobar Islands,4789,62,4912,8,0,0
28-12-2020,Dec,2020,Andaman and Nicobar Islands,4798,62,4924,9,0,12
29-12-2020,Dec,2020,Andaman and Nicobar Islands,4803,62,4929,5,0,5
30-12-2020,Dec,2020,Andaman and Nicobar Islands,4811,62,4936,8,0,7
31-12-2020,Dec,2020,Andaman and Nicobar Islands,4820,62,4941,9,0,5
01-01-2021,Jan,2021,Andaman and Nicobar Islands,4826,62,4945,6,0,4
02-01-2021,Jan,2021,Andaman and Nicobar Islands,4830,62,4946,4,0,1
03-01-2021,Jan,2021,Andaman and Nicobar Islands,4837,62,4947,7,0,1
04-01-2021,Jan,2021,Andaman and Nicobar Islands,4846,62,4948,9,0,1
05-01-2021,Jan,2021,Andaman and Nicobar Islands,4848,62,4948,2,0,0
06-01-2021,Jan,2021,Andaman and Nicobar Islands,4856,62,4949,8,0,1
07-01-2021,Jan,2021,Andaman and Nicobar Islands,4859,62,4949,3,0,0
08-01-2021,Jan,2021,Andaman and Nicobar Islands,4864,62,4958,5,0,9
09-01-2021,Jan,2021,Andaman and Nicobar Islands,4866,62,4959,2,0,1
10-01-2021,Jan,2021,Andaman and Nicobar Islands,4873,62,4959,7,0,0
11-01-2021,Jan,2021,Andaman and Nicobar Islands,4875,62,4960,2,0,1
12-01-2021,Jan,2021,Andaman and Nicobar Islands,4884,62,4963,9,0,3
13-01-2021,Jan,2021,Andaman and Nicobar Islands,4886,62,4966,2,0,3
14-01-2021,Jan,2021,Andaman and Nicobar Islands,4891,62,4969,5,0,3
15-01-2021,Jan,2021,Andaman and Nicobar Islands,4891,62,4976,0,0,7
16-01-2021,Jan,2021,Andaman and Nicobar Islands,4895,62,4979,4,0,3
17-01-2021,Jan,2021,Andaman and Nicobar Islands,4895,62,4982,0,0,3
18-01-2021,Jan,2021,Andaman and Nicobar Islands,4896,62,4983,1,0,1
19-01-2021,Jan,2021,Andaman and Nicobar Islands,4897,62,4988,1,0,5
20-01-2021,Jan,2021,Andaman and Nicobar Islands,4897,62,4989,0,0,1
21-01-2021,Jan,2021,Andaman and Nicobar Islands,4900,62,4991,3,0,2
22-01-2021,Jan,2021,Andaman and Nicobar Islands,4904,62,4991,4,0,0
23-01-2021,Jan,2021,Andaman and Nicobar Islands,4907,62,4992,3,0,1
24-01-2021,Jan,2021,Andaman and Nicobar Islands,4907,62,4993,0,0,1
25-01-2021,Jan,2021,Andaman and Nicobar Islands,4908,62,4993,1,0,0
26-01-2021,Jan,2021,Andaman and Nicobar Islands,4917,62,4994,9,0,1
27-01-2021,Jan,2021,Andaman and Nicobar Islands,4917,62,4994,0,0,0
28-01-2021,Jan,2021,Andaman and Nicobar Islands,4922,62,4994,5,0,0
29-01-2021,Jan,2021,Andaman and Nicobar Islands,4924,62,4994,2,0,0
30-01-2021,Jan,2021,Andaman and Nicobar Islands,4927,62,4994,3,0,0
31-01-2021,Jan,2021,Andaman and Nicobar Islands,4928,62,4994,1,0,0
01-02-2021,Feb,2021,Andaman and Nicobar Islands,4928,62,4994,0,0,0
02-02-2021,Feb,2021,Andaman and Nicobar Islands,4932,62,4994,4,0,0
03-02-2021,Feb,2021,Andaman and Nicobar Islands,4932,62,4994,0,0,0
04-02-2021,Feb,2021,Andaman and Nicobar Islands,4932,62,4994,0,0,0
05-02-2021,Feb,2021,Andaman and Nicobar Islands,4932,62,4994,0,0,0
06-02-2021,Feb,2021,Andaman and Nicobar Islands,4932,62,4997,0,0,3
07-02-2021,Feb,2021,Andaman and Nicobar Islands,4932,62,5000,0,0,3
08-02-2021,Feb,2021,Andaman and Nicobar Islands,4932,62,5001,0,0,1
09-02-2021,Feb,2021,Andaman and Nicobar Islands,4932,62,5005,0,0,4
10-02-2021,Feb,2021,Andaman and Nicobar Islands,4932,62,5007,0,0,2
11-02-2021,Feb,2021,Andaman and Nicobar Islands,4932,62,5007,0,0,0
12-02-2021,Feb,2021,Andaman and Nicobar Islands,4932,62,5007,0,0,0
13-02-2021,Feb,2021,Andaman and Nicobar Islands,4934,62,5007,2,0,0
14-02-2021,Feb,2021,Andaman and Nicobar Islands,4938,62,5009,4,0,2
15-02-2021,Feb,2021,Andaman and Nicobar Islands,4938,62,5009,0,0,0
16-02-2021,Feb,2021,Andaman and Nicobar Islands,4938,62,5009,0,0,0
17-02-2021,Feb,2021,Andaman and Nicobar Islands,4943,62,5013,5,0,4
18-02-2021,Feb,2021,Andaman and Nicobar Islands,4944,62,5014,1,0,1
19-02-2021,Feb,2021,Andaman and Nicobar Islands,4944,62,5014,0,0,0
20-02-2021,Feb,2021,Andaman and Nicobar Islands,4948,62,5014,4,0,0
21-02-2021,Feb,2021,Andaman and Nicobar Islands,4949,62,5014,1,0,0
22-02-2021,Feb,2021,Andaman and Nicobar Islands,4949,62,5014,0,0,0
23-02-2021,Feb,2021,Andaman and Nicobar Islands,4949,62,5015,0,0,1
24-02-2021,Feb,2021,Andaman and Nicobar Islands,4949,62,5016,0,0,1
25-02-2021,Feb,2021,Andaman and Nicobar Islands,4950,62,5016,1,0,0
26-02-2021,Feb,2021,Andaman and Nicobar Islands,4952,62,5016,2,0,0
27-02-2021,Feb,2021,Andaman and Nicobar Islands,4952,62,5017,0,0,1
28-02-2021,Feb,2021,Andaman and Nicobar Islands,4952,62,5018,0,0,1
